id,name,rating,review,price_level,category,services,address,open_hours,phone,latitude,longitude,url,cluster,source_category,source_file,_lat_r,_lon_r,rejection_reason
146,Chantika Salon,4.5,21,0,Beauty salon,[],"Ruko Tering Raya, Jalan Yos Sudarso Blok B, Tj. Sengkuang, Kec. Batu Ampar, Kota Batam, Kepulauan Riau 29452, Indonesia",[],+62 852-7223-0741,1.171119,104.0178608,https://www.google.com/maps/place/Chantika+Salon/data=!4m7!3m6!1s0x31d989fb5be3fd13:0xcb0798de6a90867e!8m2!3d1.171119!4d104.0178608!16s%2Fg%2F11b7rtpt33!19sChIJE_3jW_uJ2TERfoaQat6YB8s?authuser=0&hl=en&rclk=1,0.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.17112,104.01786,duplicate_cross_file
162,Klinik Skintastic,4.9,13,0,Skin care clinic,[],"Ruko golden city, Sederet dengan KASTA cafe, Blk. D No.11-12, Bengkong Laut, Kota Batam, Kepulauan Riau 29444, Indonesia","[{ day: 'Monday', hours: '10:00 – 19:00' }, { day: 'Tuesday', hours: '10:00 – 19:00' }, { day: 'Wednesday', hours: '10:00 – 19:00' }, { day: 'Thursday', hours: '10:00 – 19:00' }, { day: 'Friday', hours: '10:00 – 19:00' }, { day: 'Saturday', hours: '10:00 – 19:00' }, { day: 'Sunday', hours: '10:00 – 19:00' }]",+62 811-7565-522,1.1631801,104.0392682,https://www.google.com/maps/place/Klinik+Skintastic/data=!4m7!3m6!1s0x31d9894189b63f6f:0xea8268b84cb38a3e!8m2!3d1.1631801!4d104.0392682!16s%2Fg%2F11sbnx7gzv!19sChIJbz-2iUGJ2TERPoqzTLhoguo?authuser=0&hl=en&rclk=1,4.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.16318,104.03927,duplicate_cross_file
190,Sabun kedas beauty,5.0,1,0,Cosmetics store,"['In-store shopping', 'In-store pick-up', 'Delivery']","Apartement happy green town lantai 2 B7, bengkong green town, Bengkong Laut, Kec. Bengkong, Kota Batam, Kepulauan Riau 29444, Indonesia",[],+62 813-7286-4579,1.1557018,104.0225002,https://www.google.com/maps/place/Sabun+kedas+beauty/data=!4m7!3m6!1s0x31d9891088149585:0x7170095b05688b7c!8m2!3d1.1557018!4d104.0225002!16s%2Fg%2F11qrdhnbrh!19sChIJhZUUiBCJ2TERfItoBVsJcHE?authuser=0&hl=en&rclk=1,5.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.1557,104.0225,duplicate_cross_file
207,MONI COSMETIC CABANG BENGKONG,5.0,53,0,Beauty salon,[],"deretan top 100, Komplek STM Al Jabar, BENGKONG LAUT, Komp. Ruko kelurahan No.01-03 07, RT.: 05/RW.:, :, kecamatan :, Kec. Bengkong, Kota Batam, Indonesia","[{ day: 'Monday', hours: '08:30 – 22:30' }, { day: 'Tuesday', hours: '08:30 – 22:30' }, { day: 'Wednesday', hours: '08:30 – 22:30' }, { day: 'Thursday', hours: '08:30 – 22:30' }, { day: 'Friday', hours: '08:30 – 22:30' }, { day: 'Saturday', hours: '08:30 – 22:30' }, { day: 'Sunday', hours: '08:30 – 22:30' }]",+62 823-9260-5115,1.1552715,104.0240816,https://www.google.com/maps/place/MONI+COSMETIC+CABANG+BENGKONG/data=!4m7!3m6!1s0x31d989001fd171c1:0xf81f09c0a90eab71!8m2!3d1.1552715!4d104.0240816!16s%2Fg%2F11y4zw541k!19sChIJwXHRHwCJ2TERcasOqcAJH_g?authuser=0&hl=en&rclk=1,-1.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.15527,104.02408,duplicate_cross_file
249,Ayangku Beauty,5.0,4,0,Beauty salon,[],"Blok A-12 no. 2 Rt.005 Rw. 10 Bengkong, Sadai, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","[{ day: 'Monday', hours: '09:00 – 20:00' }, { day: 'Tuesday', hours: '09:00 – 20:00' }, { day: 'Wednesday', hours: '09:00 – 20:00' }, { day: 'Thursday', hours: '09:00 – 20:00' }, { day: 'Friday', hours: '09:00 – 20:00' }, { day: 'Saturday', hours: '09:00 – 18:00' }, { day: 'Sunday', hours: '09:00 – 18:00' }]",+62 811-7781-124,1.1554152,104.0410918,https://www.google.com/maps/place/Ayangku+Beauty/data=!4m7!3m6!1s0x31d989d79ddcbd93:0xdc29072866d27875!8m2!3d1.1554152!4d104.0410918!16s%2Fg%2F11j8smv_s3!19sChIJk73cndeJ2TERdXjSZigHKdw?authuser=0&hl=en&rclk=1,5.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.15542,104.04109,duplicate_cross_file
288,BOSRUM COSMETICS,5.0,18,0,Cosmetics and perfumes supplier,[],"Ruko, Jl. Raya Aljabar No.E09, Bengkong Indah, Kec. Bengkong, Kota Batam, Kepulauan Riau 29444, Indonesia","[{ day: 'Monday', hours: '09:30 – 21:30' }, { day: 'Tuesday', hours: '09:30 – 21:30' }, { day: 'Wednesday', hours: '09:30 – 21:30' }, { day: 'Thursday', hours: '09:30 – 21:30' }, { day: 'Friday', hours: '09:30 – 21:30' }, { day: 'Saturday', hours: '09:30 – 21:30' }, { day: 'Sunday', hours: '09:30 – 21:30' }]",+62 811-1112-6262,1.1500922,104.0241059,https://www.google.com/maps/place/BOSRUM+COSMETICS/data=!4m7!3m6!1s0x31d98915bed66bbf:0x45797e12a7b0c7e1!8m2!3d1.1500922!4d104.0241059!16s%2Fg%2F11twtmtkkj!19sChIJv2vWvhWJ2TER4cewpxJ-eUU?authuser=0&hl=en&rclk=1,-1.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.15009,104.02411,duplicate_cross_file
304,Mybatamshopp,5.0,2,0,Beauty supply store,"['In-store shopping', 'In-store pick-up', 'Delivery']","Jl. Bengkong Baru No.23 blok d, Bengkong Indah, Kec. Bengkong, Kota Batam, Kepulauan Riau 29458, Indonesia","[{ day: 'Monday', hours: '09:30 – 21:30' }, { day: 'Tuesday', hours: '09:30 – 21:30' }, { day: 'Wednesday', hours: '09:30 – 21:30' }, { day: 'Thursday', hours: '09:30 – 21:30' }, { day: 'Friday', hours: '09:30 – 21:30' }, { day: 'Saturday', hours: '09:30 – 21:30' }, { day: 'Sunday', hours: '09:30 – 21:30' }]",+62 813-6384-6920,1.1492475,104.0273468,https://www.google.com/maps/place/Mybatamshopp/data=!4m7!3m6!1s0x31d9890d03e32479:0xa7a150d1621b6ae!8m2!3d1.1492475!4d104.0273468!16s%2Fg%2F11rhz1pxj5!19sChIJeSTjAw2J2TERrrYhFg0Vego?authuser=0&hl=en&rclk=1,0.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.14925,104.02735,duplicate_cross_file
320,FASHIONMIX,5.0,2,0,Cosmetics store,"['In-store pick-up', 'Delivery']","Jl. Bengkong Harapan 1 Blk. C No.78 A1, Bengkong Indah, Kec. Bengkong, Kota Batam, Kepulauan Riau 29444, Indonesia","[{ day: 'Monday', hours: '10:00 – 21:00' }, { day: 'Tuesday', hours: '10:00 – 21:00' }, { day: 'Wednesday', hours: '10:00 – 21:00' }, { day: 'Thursday', hours: '10:00 – 21:00' }, { day: 'Friday', hours: '10:00 – 21:00' }, { day: 'Saturday', hours: '10:00 – 21:00' }, { day: 'Sunday', hours: '10:00 – 21:00' }]",+62 821-3335-9988,1.1505127,104.0258454,https://www.google.com/maps/place/FASHIONMIX/data=!4m7!3m6!1s0x31d9893c341f2b39:0xb52ad32cdb36f5e5!8m2!3d1.1505127!4d104.0258454!16s%2Fg%2F11nxfyjprf!19sChIJOSsfNDyJ2TER5fU22yzTKrU?authuser=0&hl=en&rclk=1,0.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.15051,104.02585,duplicate_cross_file
328,Brokoji Pomade Homestore,4.5,35,0,Beauty supply store,"['In-store shopping', 'In-store pick-up', 'Delivery']","Jl. Bengkong Harapan II No.5 Blok N, Bengkong Indah, Kec. Bengkong, Kota Batam, Kepulauan Riau 29458, Indonesia","[{ day: 'Monday', hours: '09:00 – 20:00' }, { day: 'Tuesday', hours: '09:00 – 20:00' }, { day: 'Wednesday', hours: '09:00 – 20:00' }, { day: 'Thursday', hours: '09:00 – 20:00' }, { day: 'Friday', hours: '09:00 – 20:00' }, { day: 'Saturday', hours: '09:00 – 20:00' }, { day: 'Sunday', hours: '09:00 – 20:00' }]",+62 822-6877-0070,1.1501294,104.0316144,https://www.google.com/maps/place/Brokoji+Pomade+Homestore/data=!4m7!3m6!1s0x31d989be1aba1029:0xaf9e36d2376dce4!8m2!3d1.1501294!4d104.0316144!16s%2Fg%2F11c425tr9d!19sChIJKRC6Gr6J2TER5Nx2I23j-Qo?authuser=0&hl=en&rclk=1,4.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.15013,104.03161,duplicate_cross_file
335,Enny Salon Ruko Gratinda,5.0,1,0,Beauty salon,[],"Harapan River, Sekupang, Batam City, Riau Islands 29424, Indonesia","[{ day: 'Monday', hours: '07:00 – 23:00' }, { day: 'Tuesday', hours: '07:00 – 23:00' }, { day: 'Wednesday', hours: '07:00 – 23:00' }, { day: 'Thursday', hours: '07:00 – 23:00' }, { day: 'Friday', hours: '07:00 – 23:00' }, { day: 'Saturday', hours: '07:00 – 23:00' }, { day: 'Sunday', hours: '07:00 – 23:00' }]",+62 813-7235-9606,1.1112112,103.9619315,https://www.google.com/maps/place/Enny+Salon+Ruko+Gratinda/data=!4m7!3m6!1s0x31d98be11417b1f5:0x3a43e495b766994d!8m2!3d1.1112112!4d103.9619315!16s%2Fg%2F11hyv784lz!19sChIJ9bEXFOGL2TERTZlmt5XkQzo?authuser=0&hl=en&rclk=1,5.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.11121,103.96193,duplicate_cross_file
386,Sr12 herbal skincare batu aji,5.0,2,0,Health and beauty shop,"['In-store shopping', 'In-store pick-up', 'Delivery']","Pendawa blok d4, Blk. O No.3, Buliang, Kec. Batu Aji, Kota Batam, Kepulauan Riau 29438, Indonesia","[{ day: 'Monday', hours: '08:00 – 21:00' }, { day: 'Tuesday', hours: '08:00 – 21:00' }, { day: 'Wednesday', hours: '08:00 – 21:00' }, { day: 'Thursday', hours: '08:00 – 21:00' }, { day: 'Friday', hours: '08:00 – 21:00' }, { day: 'Saturday', hours: '08:00 – 21:00' }, { day: 'Sunday', hours: '08:00 – 21:00' }]",+62 812-6820-8683,1.0477692,103.9719525,https://www.google.com/maps/place/Sr12+herbal+skincare+batu+aji/data=!4m7!3m6!1s0x31d98d2299a20b51:0x5c441f6ff1eb3970!8m2!3d1.0477692!4d103.9719525!16s%2Fg%2F11fpfzptby!19sChIJUQuimSKN2TERcDnr8W8fRFw?authuser=0&hl=en&rclk=1,0.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.04777,103.97195,duplicate_cross_file
415,Apotek Faras Farma,4.8,5,0,Pharmacy,['In-store shopping'],"Perum GMP, Blk. F No.107, Duriangkang, Sei Beduk, Batam City, Riau Islands 29433, Indonesia",[],,1.0280824,104.0605446,https://www.google.com/maps/place/Apotek+Faras+Farma/data=!4m7!3m6!1s0x31d98fd66b5563a1:0x92a117678cb9c796!8m2!3d1.0280824!4d104.0605446!16s%2Fg%2F11c5_3lkvx!19sChIJoWNVa9aP2TERlse5jGcXoZI?authuser=0&hl=en&rclk=1,0.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.02808,104.06054,duplicate_cross_file
417,Produk k-link batam,4.9,8,0,Health and beauty shop,"['In-store shopping', 'Delivery']","Tembesi, Sagulung, Batam City, Riau Islands 29424, Indonesia","[{ day: 'Monday', hours: '08:00 – 22:00' }, { day: 'Tuesday', hours: '08:00 – 22:00' }, { day: 'Wednesday', hours: '08:00 – 22:00' }, { day: 'Thursday', hours: '08:00 – 22:00' }, { day: 'Friday', hours: '08:00 – 22:00' }, { day: 'Saturday', hours: '08:00 – 22:00' }, { day: 'Sunday', hours: '08:00 – 22:00' }]",+62 813-7276-8883,1.0358859,104.0050061,https://www.google.com/maps/place/Produk+k-link+batam/data=!4m7!3m6!1s0x31d98dfd2c1f736b:0x58fa5a2dd4fbcdb1!8m2!3d1.0358859!4d104.0050061!16s%2Fg%2F11f4qlmgq5!19sChIJa3MfLP2N2TERsc371C1a-lg?authuser=0&hl=en&rclk=1,4.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.03589,104.00501,duplicate_cross_file
427,Nelly Salon MUA Batu Aji BATAM,4.5,26,0,Beauty salon,[],"Nelly salon MUA, RKT Jl. Aviari Griya Pratama Ruko Arta Mandiri No.7, Buliang, Kec. Batu Aji, Kota Batam, Kepulauan Riau 29424, Indonesia",[],+62 813-6434-7237,1.0521926,103.9787289,https://www.google.com/maps/place/Nelly+Salon+MUA+Batu+Aji+BATAM/data=!4m7!3m6!1s0x31d98dcc008a25b7:0xaf94e072793a1c33!8m2!3d1.0521926!4d103.9787289!16s%2Fg%2F11f6ctcrgn!19sChIJtyWKAMyN2TERMxw6eXLglK8?authuser=0&hl=en&rclk=1,-1.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.05219,103.97873,duplicate_cross_file
435,ADELIA FITRI Pelaminan,5.0,2,0,Beauty salon,[],"Perum Bukit Sakinah Blok Hiro I No. 9 & 12, Buliang, Kec. Batu Aji, Kota Batam, Kepulauan Riau 29425, Indonesia",[],+62 812-7773-8803,1.0565327,103.9725627,https://www.google.com/maps/place/ADELIA+FITRI+Pelaminan/data=!4m7!3m6!1s0x31d98db0200d9965:0x96619f5672e83129!8m2!3d1.0565327!4d103.9725627!16s%2Fg%2F11c48mmv6p!19sChIJZZkNILCN2TERKTHoclafYZY?authuser=0&hl=en&rclk=1,4.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.05653,103.97256,duplicate_cross_file
477,Mahira Beauty Batam,5.0,3,0,Health and beauty shop,"['In-store shopping', 'Delivery']","Perum Pancur Biru Lestari II, Blk. C No.21, Duriangkang, Kec. Sei Beduk, Kota Batam, Kepulauan Riau 29437, Indonesia","[{ day: 'Monday', hours: '09:00 – 17:00' }, { day: 'Tuesday', hours: '09:00 – 17:00' }, { day: 'Wednesday', hours: '09:00 – 17:00' }, { day: 'Thursday', hours: '09:00 – 17:00' }, { day: 'Friday', hours: '09:00 – 17:00' }, { day: 'Saturday', hours: '09:00 – 17:00' }, { day: 'Sunday', hours: '09:00 – 17:00' }]",+62 887-6962-168,1.0308049,104.0563049,https://www.google.com/maps/place/Mahira+Beauty+Batam/data=!4m7!3m6!1s0x31d98f7541c52c63:0xc3a7ba8e7b8368c7!8m2!3d1.0308049!4d104.0563049!16s%2Fg%2F11h3_js6ch!19sChIJYyzFQXWP2TERx2iDe466p8M?authuser=0&hl=en&rclk=1,4.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.0308,104.0563,duplicate_cross_file
545,Agen Resmi Minyak Kutus Kutus Batu Ampar,5.0,1,0,Health and beauty shop,"['In-store shopping', 'In-store pick-up', 'Delivery']","Sakura Garden Blok 3 No 3B RT01 RW04, Kp. Seraya, Kec. Batu Ampar, Kota Batam, Kepulauan Riau 29454, Indonesia","[{ day: 'Monday', hours: '07:00 – 20:00' }, { day: 'Tuesday', hours: '07:00 – 20:00' }, { day: 'Wednesday', hours: '07:00 – 20:00' }, { day: 'Thursday', hours: '07:00 – 20:00' }, { day: 'Friday', hours: '07:00 – 20:00' }, { day: 'Saturday', hours: '07:00 – 20:00' }, { day: 'Sunday', hours: '07:00 – 20:00' }]",+62 857-6522-4027,1.1565368,104.017022,https://www.google.com/maps/place/Agen+Resmi+Minyak+Kutus+Kutus+Batu+Ampar/data=!4m7!3m6!1s0x31d9898d90ff1e29:0x69ed8c5098990548!8m2!3d1.1565368!4d104.017022!16s%2Fg%2F11fp34w467!19sChIJKR7_kI2J2TERSAWZmFCM7Wk?authuser=0&hl=en&rclk=1,5.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.15654,104.01702,duplicate_cross_file
607,Sognaíle Beauty Studio,5.0,7,0,Nail salon,[],"Komplek Seraya Mas Center, Didalam Toko Anugrah Wijaya, Blk. D No.6, Kp. Seraya, Kec. Batu Ampar, Kota Batam, Kepulauan Riau 29454, Indonesia","[{ day: 'Monday', hours: '08:00 – 17:00' }, { day: 'Tuesday', hours: '08:00 – 17:00' }, { day: 'Wednesday', hours: '08:00 – 17:00' }, { day: 'Thursday', hours: '08:00 – 17:00' }, { day: 'Friday', hours: '08:00 – 17:00' }, { day: 'Saturday', hours: '08:00 – 16:00' }, { day: 'Sunday', hours: '08:00 – 16:00' }]",+62 853-7753-1399,1.1482628,104.0146323,https://www.google.com/maps/place/Sogna%C3%ADle+Beauty+Studio/data=!4m7!3m6!1s0x31d989a76e0b0a5b:0x41a25651297b5aab!8m2!3d1.1482628!4d104.0146323!16s%2Fg%2F11vr6tgxly!19sChIJWwoLbqeJ2TERq1p7KVFWokE?authuser=0&hl=en&rclk=1,4.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.14826,104.01463,duplicate_cross_file
624,SPO Batam,4.0,2,0,Cosmetics store,"['In-store shopping', 'In-store pick-up', 'Delivery']","Perumahan Buana View Blok Mawar No 5, Kibing, Kec. Batu Aji, Kota Batam, Kepulauan Riau 29422, Indonesia","[{ day: 'Monday', hours: '08:00 – 21:00' }, { day: 'Tuesday', hours: '08:00 – 21:00' }, { day: 'Wednesday', hours: '08:00 – 21:00' }, { day: 'Thursday', hours: '08:00 – 21:00' }, { day: 'Friday', hours: '08:00 – 21:00' }, { day: 'Saturday', hours: '08:00 – 21:00' }, { day: 'Sunday', hours: '08:00 – 21:00' }]",+62 812-7058-282,1.0496088,103.9817745,https://www.google.com/maps/place/SPO+Batam/data=!4m7!3m6!1s0x31d98d1ed78f0191:0x5a14439cdadda533!8m2!3d1.0496088!4d103.9817745!16s%2Fg%2F11fnr8v5nw!19sChIJkQGP1x6N2TERM6Xd2pxDFFo?authuser=0&hl=en&rclk=1,-1.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.04961,103.98177,duplicate_cross_file
639,Wulan Skincare,5.0,2,0,Cosmetics store,"['In-store shopping', 'In-store pick-up', 'Delivery']","Kampung bumi permai No.57, Kibing, Kec. Batu Aji, Kota Batam, Kepulauan Riau 29424, Indonesia","[{ day: 'Monday', hours: '08:00 – 22:00' }, { day: 'Tuesday', hours: '08:00 – 22:00' }, { day: 'Wednesday', hours: '08:00 – 22:00' }, { day: 'Thursday', hours: '08:00 – 22:00' }, { day: 'Friday', hours: '08:00 – 22:00' }, { day: 'Saturday', hours: '08:00 – 22:00' }, { day: 'Sunday', hours: '08:00 – 22:00' }]",+62 895-1064-3588,1.0565116,103.9812198,https://www.google.com/maps/place/Wulan+Skincare/data=!4m7!3m6!1s0x31d98d16b89c7c6b:0x26f5b9c2a1b81f16!8m2!3d1.0565116!4d103.9812198!16s%2Fg%2F11t808tzfz!19sChIJa3ycuBaN2TERFh-4ocK59SY?authuser=0&hl=en&rclk=1,5.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.05651,103.98122,duplicate_cross_file
672,NIUM Skin - Batam,4.8,5,0,Health and beauty shop,"['In-store pick-up', 'Delivery']","Jalan Letjend R Suprapto, Simpang Dam, Ruko No. 03 & 04 Kel. Muka Kuning, Kec. Sei Beduk, Kota Batam, Kepulauan Riau 29437, Indonesia","[{ day: 'Monday', hours: '12:00 – 06:00' }, { day: 'Tuesday', hours: '09:30 – 19:00' }, { day: 'Wednesday', hours: '09:30 – 19:00' }, { day: 'Thursday', hours: '09:30 – 19:00' }, { day: 'Friday', hours: '09:30 – 19:00' }, { day: 'Saturday', hours: '09:30 – 19:00' }, { day: 'Sunday', hours: '09:30 – 00:00' }]",,1.0650744,104.0220275,https://www.google.com/maps/place/NIUM+Skin+-+Batam/data=!4m7!3m6!1s0x31d98f54d68d4495:0xada1374255d0e15c!8m2!3d1.0650744!4d104.0220275!16s%2Fg%2F11tcjbs2lr!19sChIJlUSN1lSP2TERXOHQVUI3oa0?authuser=0&hl=en&rclk=1,5.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.06507,104.02203,duplicate_cross_file
